game_id,title,description,mechanics,categories
314040,Pandemic Legacy: Season 0,"1962 &mdash; The Cold War continues as a new threat looms on the horizon, a deadly new Soviet bioweapon, something called &quot;Project MEDUSA&quot;. You and your fellow medical graduates have been recruited by the CIA for the critical mission of investigating and preventing its development. Travel the world using carefully constructed aliases to move swiftly between Allied, Neutral, and Soviet cities. Your missions will require you to neutralize enemy agents, acquire specific targets, and set up other CIA agents on location to execute your operations without a hitch. As you complete objectives over the course of twelve months, each success or failure will bring you closer to the truth.&#10;&#10;Combatting this dangerous new pathogen is of utmost importance, but it's not the only threat you'll encounter in the field. Enemy agents are taking root in all parts of the world, and it's critical to your mission that you keep them contained before they can escalate international tensions. Luckily for you, you won't be without backup. Coordinate with other covert operatives for assistance and make strategic use of these teams at different locations to clean up the board and keep your eye on your main objectives.&#10;&#10;Designed as a prequel, Pandemic Legacy: Season 0 does not require you to have completed Season 1 and Season 2 before diving into this Cold War spy thriller. As in the first two Pandemic Legacy games, each time you play brings new cards, rules, and conditions that affect future games. Each alias you create will gain contacts and other assets to execute your plans more smoothly. And, of course, the CIA will be watching and evaluating your performance in the field. Work together with your fellow agents to prevent this new bio-threat &mdash; the fate of the world depends on it. Can you save humanity once again?&#10;&#10;&mdash;description from the publisher&#10;&#10;","['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']",['Spies/Secret Agents']
93,El Grande,"In this award-winning game, players take on the roles of Grandes in medieval Spain.  The king's power is flagging, and these powerful lords are vying for control of the various regions.  To that end, you draft caballeros (knights in the form of colored cubes) into your court and subsequently move them onto the board to help seize control of regions.  After every third round, the regions are scored, and after the ninth round, the player with the most points is the winner.&#10;&#10;In each of the nine rounds, you select one of your 13 power cards to determine turn order as well as the number of caballeros you get to move from the provinces (general supply) into your court (personal supply).&#10;&#10;A turn then consists of selecting one of five action cards which allow variations to the rules and additional scoring opportunities in addition to determining how many caballeros to move from your court to one or more of the regions on the board (or into the castillo - a secretive tower). Normally, you may only place your caballeros into regions adjacent to the one containing the king pawn. The one hard and fast rule in El Grande is that nothing may move into or out of the king's region. One of the five action cards that is always available each round allows you to move the king to a new region. The other four action cards varying from round to round.&#10;&#10;The goal is to have a caballero majority in as many regions (and the castillo) as possible during a scoring round. Following the scoring of the castillo, you place any cubes you had stashed there into the region you had secretly indicated on your region dial. Each region is then scored individually according to a table printed in that region. Two-point bonuses are awarded for having sole majority in the region containing your Grande (large cube) and in the region containing the king.&#10;&#10;","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection', 'Turn Order: Progressive', 'Turn Order: Stat-Based']","['Medieval', 'Renaissance']"
18602,Caylus,"Once upon a time ...&#10;1289. To strengthen the borders of the Kingdom of France, King Philip the Fair decided to have a new castle built. For the time being, Caylus is but a humble village, but soon, workers and craftsmen will be flocking by the cartload, attracted by the great prospects. Around the building site, a city is slowly rising up.&#10;&#10;The players embody master builders. By building the King's castle and developing the city around it, they earn prestige points and gain the King's favor. When the castle is finished, the player who has earned the most prestige wins the game.  The expansion Caylus Expansion: The Jeweller was included in the 2nd Edition.&#10;&#10;Each turn, players pay to place their workers in various buildings in the village. These buildings allow players to gather resources or money, or to build or upgrade buildings with those resources. Players can also use their resources to help build the castle itself, earning points and favors from the king, which provide larger bonuses. Building a building provides some immediate points, and potentially income throughout the game, since players receive bonuses when others use their buildings. The buildings chosen by the players have a heavy impact on the course of the game, since they determine the actions that will be available to all the players.&#10;&#10;As new buildings are built, they stretch along a road stretching away from the castle, and not all buildings can be used every turn. Players have some control over which buildings are active by paying to influence the movement of the Provost marker. The final position of the marker is the newest building that can be used that turn. The Provost marker also helps determine the movement of the Bailiff marker, which determines the end of the game. Generally, if players are building many buildings and the Provost is generous in allowing them to be used, the game ends more quickly.&#10;&#10;","['Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']","['City Building', 'Economic', 'Medieval']"
37111,Battlestar Galactica: The Board Game,"Battlestar Galactica: The Board Game is an exciting game of mistrust, intrigue, and the struggle for survival. Based on the epic and widely-acclaimed Sci Fi Channel series, Battlestar Galactica: The Board Game puts players in the role of one of ten of their favorite characters from the show. Each playable character has their own abilities and weaknesses, and must all work together in order for humanity to have any hope of survival. However, one or more players in every game secretly side with the Cylons. Players must attempt to expose the traitor while fuel shortages, food contaminations, and political unrest threatens to tear the fleet apart.&#10;&#10;After the Cylon attack on the Colonies, the battered remnants of the human race are on the run, constantly searching for the next signpost on the road to Earth. They face the threat of Cylon attack from without, and treachery and crisis from within. Humanity must work together if they are to have any hope of survival&hellip;but how can they, when any of them may, in fact, be a Cylon agent?&#10;&#10;Battlestar Galactica: The Board Game is a semi-cooperative game for 3-6 players ages 10 and up that can be played in 2-3 hours. Players choose from pilots, political leaders, military leaders, or engineers to crew Galactica. They are also dealt a loyalty card at the start of the game to determine if they are a human or Cylon along with an assortment of skill cards based on their characters abilities. Players then can move and take actions either on Galactica, on Colonial 1, or in a Viper. They need to collect skill cards, fend off Cylon ships, and keep Galactica and the fleet jumping. Each turn also brings a Crisis Card, various tasks that players must overcome. Players need to play matching skill cards to fend off the problems; skill cards that don't match hinder the players success. Fate could be working against the crew, or there could be a traitorous Cylon! As players get closer and closer towards reaching their Earth, another round of loyalty cards are passed out and more Cylons may turn up. If players can keep their up their food stores, fuel levels, ship morale, and population, and they can keep Galactica in one piece long enough to make it to Earth, the Humans win the game. But if the Cylon players reveal themselves at the right moment and bring down Galactica, the Humans have lost.&#10;&#10;Official Site, Rules &amp; FAQ: http://www.fantasyflightgames.com/edge_minisite_sec.asp?eidm=18&amp;esem=4&#10;Unofficial FAQ for really tricky questions: http://boardgamegeek.com/wiki/page/Battlestar_Galactica_FAQ&#10;&#10;","['Area Movement', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Once-Per-Game Abilities', 'Role Playing', 'Semi-Cooperative Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Variable Set-up', 'Voting']","['Bluffing', 'Deduction', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']"
12493,Twilight Imperium: Third Edition,"Twilight Imperium Third Edition is an epic empire-building game of interstellar conflict, trade, and struggle for power. Players take the roles of ancient galactic civilizations, each seeking to seize the imperial throne via warfare, diplomacy, and technological progression. With geomorphic board tiles, exquisite plastic miniatures, hundreds of cards, and introducing a rich set of strategic dimensions that allows each player to refocus their game-plan, the original designer (Christian T. Petersen) has seamlessly incorporated the better qualities of other recently popular games to improve on the game-play of the original TI, making it at once perfectly well-rounded and pleasantly familiar to experienced gamers.&#10;&#10;TI3 is played by at least three players who belong to ten possible alien races, each with their own advantages and quirks. The 'designer notes' in the rulebook candidly and humbly acknowledge the inspiration for some of the improvements to the original game. The strategic game-play borrows the governing element from Puerto Rico to involve players in an iteratively complex and yet fast-paced game experience with very little downtime. The game map, basic player progress and overall victory are dynamically determined in almost exactly the same way as they are by imaginative players of Catan, while the &quot;Command&quot; system cleverly improves on the 'oil' logistical mechanism of Attack! to both manage turn-based activity and limit the size of armies, uniquely enabling weakened players to bounce back if they play their cards right.&#10;&#10;Part of the Twilight Imperium Series.&#10;&#10;Re-implements:&#10;&#10;    Twilight Imperium: Second Edition&#10;&#10;&#10;Expanded by:&#10;&#10;    Twilight Imperium: Third Edition &#226;&#128;&#147; Shattered Empire&#10;    Twilight Imperium: Third Edition &#226;&#128;&#147; Shards of the Throne&#10;&#10;&#10;Re-implemented in:&#10;&#10;    Twilight Imperium: Fourth Edition&#10;&#10;&#10;","['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']","['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']"
73439,Troyes,"In Troyes (pronounced &quot;twah&quot;), players recreate four centuries of history of this famous city of the Champagne region of France. Each player manages their segment of the population (represented by a horde of dice) and their hand of cards, which represent the three primary domains of the city:  religious, military, and civil. Players can also offer cash to their opponents' populace in order to get a little moonlighting out of them &mdash; anything for more fame!&#10;&#10;Make your underlings:&#10;&#10;&#10;     work on the cathedral&#10;     combat misfortune&#10;     bustle about the city&#10;     and other such tasks that are below your family's stature&#10;&#10;&#10;&bull;&bull;&bull;&#10;&#10;Many editions of Troyes released in 2016 or later include rules for a solo variant as well as four bonus cards originally released in 2011 as a promotional item. Versions released prior to this date contain rules only for games with 2-4 players.&#10;&#10;","['Area Majority / Influence', 'Dice Rolling', 'End Game Bonuses', 'Hidden Victory Points', 'Lose a Turn', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers', 'Worker Placement, Different Worker Types']","['Dice', 'Economic', 'Medieval']"
40834,Dominion: Intrigue,"In Dominion: Intrigue (as with Dominion), each player starts with an identical, very small deck of cards. In the center of the table is a selection of other cards the players can &quot;buy&quot; as they can afford them. Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end.&#10;&#10;From the back of the box: &quot;Something&rsquo;s afoot. The steward smiles at you like he has a secret, or like he thinks you have a secret, or like you think he thinks you have a secret. There are secret plots brewing, you&rsquo;re sure of it. At the very least, there are yours. A passing servant murmurs, &ldquo;The eggs are on the plate.&rdquo; You frantically search your codebook for the translation before realizing he means that breakfast is ready. Excellent. Everything is going according to plan.&quot;&#10;&#10;Dominion: Intrigue adds rules for playing with up to 8 players at two tables or for playing a single game with up to 6 players when combined with Dominion. This game adds 25 new Kingdom cards and a complete set of Treasure and Victory cards. The game can be played alone by players experienced in Dominion or with the basic game of Dominion.&#10;&#10;Part of the Dominion series.&#10;&#10;Integrates with:&#10;&#10;    Dominion&#10;&#10;&#10;Also released as an expansion that requires the base game or card set to play: Dominion: Die Intrige &#226;&#128;&#147; Erweiterung.&#10;&#10;","['Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Medieval']"
172386,Mombasa,"In Mombasa, players acquire shares of chartered companies based in Mombasa, Cape Town, Saint-Louis, and Cairo and spread their trading posts throughout the African continent in order to earn the most money.&#10;&#10;&quot;As I expected, the East African Company's network of trading posts has spread far into the West. They were even able to expand into a couple of diamond mines. It seems reasonable to invest our recent yield here in Mombasa, rather than to continue our unrivalled commitment in Cape Town. After all, it can only be to our advantage to have other irons in the fire. And when the day of reckoning comes, it will show whether our hoarding of holdings and our intransigent eagerness are worth it...&quot;&#10;&#10;Mombasa is a tense Euro-style strategy game set in 18th century Africa in which players invest in four chartered companies. Using influence to help them expand across the continent improves the value of the players' shares in these companies. Players will also trade in bananas, coffee or cotton, work together with diamond merchants and ensure that the accounts are kept up to date. To make the most of this one will need to have the correct action cards (back) in hand at the same time, which needs excellent forward planning.&#10;&#10;Mombasa features a unique, rotating-display hand-mechanism that drives game play: Players start with an identical hand, but acquire new and more powerful cards from the rotating display throughout the game. Each round players choose action cards from their hand, place them face down in the so-called action slot (beneath the player board), and then reveal them simultaneously to carry out the actions. At the end of the action phase, each card is moved to the so-called resting slot (above the player board). Cards in the resting slots are inactive and cannot be used until they are recovered - each round one can only return cards of one resting slot which is why it can make quite a difference in which action slots certain cards are placed.&#10;&#10;The game ends after seven rounds, players add up their scores in different categories, and the player with the highest score (who has earned the most money) wins the game. With a variety of paths to victory and double-sided company boards, each game will be a new and different challenge.&#10;&#10;","['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Investment', 'Simultaneous Action Selection', 'Stock Holding', 'Turn Order: Claim Action', 'Variable Player Powers']",['Economic']
146021,Eldritch Horror,"Across the globe, ancient evil is stirring. Now, you and your trusted circle of colleagues must travel around the world, working against all odds to hold back the approaching horror. Foul monsters, brutal encounters, and obscure mysteries will take you to your limit and beyond. All the while, you and your fellow investigators must unravel the otherworldy mysteries scattered around the globe in order to push back the gathering mayhem that threatens to overwhelm humanity. The end draws near! Do you have the courage to prevent global destruction?&#10;&#10;Eldritch Horror is a co-operative game of terror and adventure in which one to eight players take the roles of globetrotting investigators working to solve mysteries, gather clues, and protect the world from an Ancient One &ndash; that is, an elder being intent on destroying our world. Each Ancient One comes with its own unique decks of Mystery and Research cards, which draw you deeper into the lore surrounding each loathsome creature. Discover the true name of Azathoth or battle Cthulhu on the high seas.&#10;&#10;While the tasks on these Mystery cards (along with the locations of otherworldly gates, menacing monsters, and helpful clues) will often inform both your travel plans and the dangers you confront, you can find adventure anywhere in the world...even where you least expect it. It is during the Encounter Phase of each turn that players resolve combat or, alternatively, build their investigators' personal stories by reading an encounter narrative from one of several types of Encounter cards. You might go head to head with a monster in Istanbul or find yourself in a tough spot with the crime syndicate in a major city. Maybe you will embark on an expedition to the Pyramids or research a clue you uncover in the unnamed wilderness. You may even find your way through a gate and explore a dimension beyond time and space.&#10;&#10;Should you fail an encounter, the cost is steep. If you are fortunate, you will merely incur physical or mental trauma. However, you might also be compelled to take a Condition card, which represents a specific injury or restriction gained throughout your journey, such as a Leg Injury or Amnesia. You could find yourself getting in over your head to acquire assets and receive a Debt condition &ndash; or maybe you'll owe a favor to something far more insidious than a debt collector, and enter into a Dark Pact! Whatever your condition, you would be wise to find a resolution with haste; many conditions have a &quot;reckoning effect&quot; which, if triggered, ensure a much more sinister fate.&#10;&#10;All the while, the arrival of the Ancient One approaches. Its malign influence is manifested in Eldritch Horror as you draw Mythos Cards, which govern the appearance of otherworldly gates, fearsome monsters, and other ominous elements. Mythos cards keep your investigators under pressure, introducing new threats, even as the arrival of the Great Old One draws nearer! Since the investigators draw a new Mythos card each round, they're certain to have their hands full battling foul creatures and following up on strange rumors, even as they work to solve their three all-important mysteries.&#10;&#10;With twelve unique investigators, two hundred-fifty tokens, and over three hundred cards, Eldritch Horror presents an epic, world-spanning adventure with each and every game.&#10;&#10;","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']"
269385,The Lord of the Rings: Journeys in Middle-Earth,"Embark on your own adventures in J.R.R. Tolkien's iconic world with The Lord of the Rings: Journeys in Middle-Earth, a fully co-operative, app-supported board game for one to five players! You'll battle villainous foes, make courageous choices, and strike a blow against the evil that threatens the land &mdash; all as part of a thrilling campaign that leads you across the storied hills and dales of Middle-Earth.&#10;&#10;Each individual game of Journeys in Middle-Earth is a single adventure in a larger campaign. You'll explore the vast and dynamic landscapes of Middle-earth, using your skills to survive the challenges that you encounter on these perilous quests. As you and your fellow heroes explore the wilderness and battle the dark forces arrayed against you, the game's companion app guides you to reveal the looming forests, quiet clearings, and ancient halls of Middle-Earth, while also controlling the enemies you encounter. Whether you're venturing into the wild on your own or with close companions by your side, you can write your own legend in the history of Middle-Earth.&#10;&#10;&mdash;description from the publisher&#10;&#10;","['Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based']"
170042,Raiders of the North Sea,"Raiders of the North Sea is set in the central years of the Viking Age. As Viking warriors, players seek to impress the Chieftain by raiding unsuspecting settlements. To do so, players need to assemble a crew, collect provisions, and journey north to plunder gold, iron and livestock. Glory can be found in battle, even at the hands of the Valkyrie, so gather your warriors because it's raiding season!&#10;&#10;To impress the Chieftain, you need victory points (VPs), with those being acquired primarily by raiding settlements, taking plunder, and making offerings to the Chieftain. How you use your plunder is also vital to your success. Players take turns in clockwise order, and on a turn you place a worker and resolve its action, then pick up a different worker and resolve its action. Broadly speaking, those actions fall in one of two categories:&#10;&#10;&#10;     Work: Having a good crew and enough provisions are vital to successful raiding, so before making any raids, players need to do some work to prepare their crew and collect supplies. This is all done in the village at the bottom of the game board, with eight buildings offering various actions. You must first place your worker in an available building where no other worker is present, then pick up a different worker from a different building.&#10;&#10;&#10;&#10;     Raid: Once players have hired enough crew and collected provisions, you may choose to raid on your turn. To raid a settlement &mdash; whether a harbor, outpost, monastery or fortress &mdash; you need to meet three requirements: Having a large enough crew, having enough provisions (along with gold for monasteries and fortresses, and having a worker of the right color. Raiding offers various ways of scoring, such as military strength, plunder, and Valkyries, which is how grey and white workers enter the game.&#10;&#10;&#10;The game ends when only one fortress raid remains, all Valkyrie have been removed, or all offerings have been made, then players tally their scores.&#10;&#10;","['Contracts', 'Dice Rolling', 'Hand Management', 'Worker Placement', 'Worker Placement, Different Worker Types']","['Medieval', 'Nautical']"
205896,Rising Sun,"The great and forgotten Kami have returned from the underworld, displeased with the affairs of the Empire&rsquo;s present Sh&#197;&#141;gun. At the start of spring in the Great New Year, the Kami have gathered their sacred clans with one quest: reclaim the lands of Nippon and return them to their honorable, spiritual traditions. However, each clan is bound by their own proud traditions to a unique vision for this great return and must wage a powerful diplomatic war across eight provinces. Alliances must be forged, betrayal is inevitable, honorable standing rises and falls. Political mandates must be navigated and devastating war must be fought, each won by expert skill and cunning negotiation. And only one may stand victorious at the coming of winter. You, honorable Sh&#197;&#141;gun, lead one of these great clans. Do you have the strength of honor, virtue, and spirit, as well as the mastery of steel necessary to deliver on this ancient promise?&#10;&#10;Rising  Sun is a board game for 3 to 5 players set in legendary feudal Japan. Each player chooses a Clan and competes to lead theirs to victory by accumulating Victory Points over the course of the Seasons. Each Clan possesses a unique ability and differs in Seasonal Income, Starting Honor Rank, and Home Province.&#10;Over the course of the game, players will forge and break alliances, choose political actions, worship the gods, customize their clans, and position their figures around Japan. In the process, Honor is a palpable element in Rising Sun: Having high Honor gives several advantages, while having low Honor may grant the allegiance of the darker elements of the world. But above all, Honor settles all disputes: Whenever there is a tie, the tied player with the highest Honor wins.&#10;&#10;In Rising  Sun, players are encouraged to use diplomacy, negotiation, and even bribery to further their cause. Players can make deals at any point in the game but no deals are truly binding.&#10;Victory Points can be gained in several ways, from winning battles, to harvesting the right provinces, to playing to the Virtues accumulated by your Clan.&#10;&#10;The game is played over the course of 4 rounds or Seasons: Spring, Summer, and then Autumn; when  Winter  comes,  the  game  draws to a close and players calculate bonuses to decide who is the winner. &#10;Each Season is divided into five phases: &#10;1) Seasonal Setup because every Season has a certain Season deck with different cards, &#10;2) Tea Ceremony in which players sit down and negotiate their Alliances for the Season, &#10;3) Political Phase during which players will select Political Mandates to prepare their Clans and position their forces,&#10;4) War Phase, during which players battle over several Provinces, and &#10;5) Seasonal Cleanup.&#10;&#10;As already mentioned, the start of the Winter Season signifies the end of the game. Peace falls over the land as it gets covered in white snow, and a new Emperor will rise under the power of the great Kami.&#10;&#10;","['Action Drafting', 'Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction: Sealed Bid', 'Betting and Bluffing', 'Drafting', 'End Game Bonuses', 'Follow', 'Force Commitment', 'Negotiation', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']","['Bluffing', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']"
163412,Patchwork,"In Patchwork, two players compete to build the most aesthetic (and high-scoring) patchwork quilt on a personal 9x9 game board. To start play, lay out all of the patches at random in a circle and place a marker directly clockwise of the 2-1 patch. Each player takes five buttons &mdash; the currency/points in the game &mdash; and someone is chosen as the start player.&#10;&#10;On a turn, a player either purchases one of the three patches standing clockwise of the spool or passes. To purchase a patch, you pay the cost in buttons shown on the patch, move the spool to that patch's location in the circle, add the patch to your game board, then advance your time token on the time track a number of spaces equal to the time shown on the patch. You're free to place the patch anywhere on your board that doesn't overlap other patches, but you probably want to fit things together as tightly as possible. If your time token is behind or on top of the other player's time token, then you take another turn; otherwise the opponent now goes. Instead of purchasing a patch, you can choose to pass; to do this, you move your time token to the space immediately in front of the opponent's time token, then take one button from the bank for each space you moved.&#10;&#10;In addition to a button cost and time cost, each patch also features 0-3 buttons, and when you move your time token past a button on the time track, you earn &quot;button income&quot;: sum the number of buttons depicted on your personal game board, then take this many buttons from the bank.&#10;&#10;What's more, the time track depicts five 1x1 patches on it, and during set-up you place five actual 1x1 patches on these spaces. Whoever first passes a patch on the time track claims this patch and immediately places it on his game board.&#10;&#10;Additionally, the first player to completely fill in a 7x7 square on his game board earns a bonus tile worth 7 extra points at the end of the game. (Of course, this doesn't happen in every game.)&#10;&#10;When a player takes an action that moves his time token to the central square of the time track, he takes one final button income from the bank. Once both players are in the center, the game ends and scoring takes place. Each player scores one point per button in his possession, then loses two points for each empty square on his game board. Scores can be negative. The player with the most points wins.&#10;&#10;","['Card Drafting', 'Drafting', 'Grid Coverage', 'Income', 'Square Grid', 'Tile Placement', 'Time Track', 'Victory Points as a Resource']","['Abstract Strategy', 'Puzzle']"
203993,Lorenzo il Magnifico,"Lorenzo de' Medici, also known as &quot;Lorenzo il Magnifico&quot; (Lorenzo the Magnificent), was one of the most powerful and enthusiastic patrons of the Italian Renaissance.&#10;&#10;In Lorenzo il Magnifico, each player takes the role of the head of a noble family in a city during the Italian Renaissance to gain more prestige and fame &mdash; that is, victory points (VP) &mdash; than anyone else. To do so, you send your family members to different areas of town, where they can obtain many achievements. In one location, they get useful resources; in another development cards that represent newly conquered territories, sponsored buildings, influenced characters, or encouraged ventures; and somewhere else they activate the effects of their cards.&#10;&#10;Family members are not identical. At the beginning of each round, you roll three dice to determine their value. You must choose carefully where to send your most valuable family members...&#10;&#10;You can gain VP in several ways, and you must also pay attention to your relations with the Church. The game is divided into three periods, each formed by two rounds; at the end of each period, players must show their faith, and whoever hasn't prayed enough will suffer hard penalties. After six rounds, you calculate your final score, and the player with the most VP wins.&#10;&#10;FAQ: http://www.craniocreations.it/wp-content/uploads/2020/10/Lorenzo_HoR_tPC_Cheatsheet_FAQ_high_res_v1.1_compressed-1.pdf&#10;&#10;","['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",['Renaissance']
281259,The Isle of Cats,"The Isle of Cats is a competitive, medium-weight, card-drafting, polyomino cat-placement board game for 1-4 players (6 with expansions).&#10;&#10;In the game, you are citizens of Squalls End on a rescue mission to The Isle of Cats and must rescue as many cats as possible before the evil Lord Vesh arrives. Each cat is represented by a unique tile and belongs to a family, you must find a way to make them all fit on your boat while keeping families together. You will also need to manage resources as you:&#10;&#10;&#10;     Explore the island (by drafting cards)&#10;     Rescue cats&#10;     Find treasures&#10;     Befriend Oshax&#10;     Study ancient lessons&#10;&#10;&#10;Each lesson you collect gives you another personal way of scoring points, and 38 unique lessons are available. Complete lessons, fill your boat, and keep cat families together to score points, and the player with the most points after five rounds wins.&#10;&#10;Note: The Isle of Cats: Kickstarter Edition is a compilation item consisting of The Isle of Cats base game and The Isle of Cats: Kickstarter Pack, each of which are available as separate items and listed individually in the BGG database.&#10;&#10;","['Card Drafting', 'Drafting', 'Grid Coverage', 'Hidden Victory Points', 'Income', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Turn Order: Stat-Based']","['Animals', 'Fantasy', 'Puzzle']"
144733,Russian Railroads,"In Russian Railroads, players compete in an exciting race to build the largest and most advanced railway network. In order to do so, the players appoint their workers to various important tasks.&#10;&#10;The development of simple tracks will quickly bring the players to important places, while the modernization of their railway network will improve the efficiency of their machinery. Newer locomotives cover greater distances and factories churn out improved technology. Engineers, when used effectively, can be the extra boost that an empire needs to race past the competition.&#10;&#10;There are many paths to victory: Who will ride into the future full steam ahead and who will be run off the rails? Whose empire will overcome the challenges ahead and emerge victorious?&#10;&#10;&#10;Game Summary&#10;Each player has their own board, with space for factories, and 3 rail tracks (to 3 different cities). On each track, use a track token to mark the progression of your rails (different colored marker for each type or rail). Some interesting twists:&#10;- The different track types must be built in a specific order (black, gray, brown, natural, white). Later tracks may never be advanced further on the track than the earlier tracks.&#10;- On each track, as the track head advances, you cross several thresholds that provide awards: the ability to start a new color of track, victory points, bonus tiles, etc.&#10;- Each track line can have one (two for the first rail) engine(s) associated with it; the size of the loco(s) determines how far down the track you actually score VP.&#10;&#10;The central board has (almost) all the locations for placing workers. Each location requires 1-3 workers (of one player; played all together). Players, who start the game with 5 workers (or 6 workers, in 2-3 player games), will take turns using a location. These provide a variety of abilities, for example:&#10;- advance 1 or more track heads by 1-3 spaces&#10;- acquire an engine or factory; engines are allocated to rail lines, while factories (the reverse side of the tile) are placed on your factory line.&#10;- earn 2 coins&#10;- take 2 temporary workers&#10;- jump ahead in turn order&#10;- acquire an engineer, which has a unique power and becomes a worker-placement location only for you&#10;&#10;Each round ends when all players have passed on placing/using workers. Then, score VP for each track and factory line. On each track line, only spaces as far down the track as the loco level will score. Each track type scores VP for every space from its track head back to where the next color of track starts. Track types built earlier (e.g. black) score less/space than later tracks (e.g., white). On each factory line the position of the purple industry marker(s) show how many VP are scored.&#10;&#10;After 7 rounds (or 6 rounds, in 2-3 player games), the game ends; most VP wins!&#10;&#10;","['End Game Bonuses', 'Worker Placement']","['Industry / Manufacturing', 'Trains']"
42,Tigris & Euphrates,"Regarded by many as Reiner Knizia's masterpiece, Tigris &amp; Euphrates is set in the ancient fertile crescent with players building civilizations through tile placement. Players are given four different leaders: farming, trading, religion, and government. The leaders are used to collect victory points in these same categories. However, your score at the end of the game is the number of points in your weakest category, which encourages players not to get overly specialized. Conflict arises when civilizations connect on the board, i.e., external conflicts, with only one leader of each type surviving such a conflict. Leaders can also be replaced within a civilization through internal conflicts.&#10;&#10;Starting in the Mayfair edition from 2008, Tigris &amp; Euphrates included a double-sided game board and extra components for playing an advanced version of the game. This &quot;ziggurat expansion&quot;, initially released as a separate item in Germany for those who already owned the base game, is a special monument that extends across five spaces of the board. The monument can be built if a player has a cross of five civilization tokens of the same color by discarding those five tokens and replacing them with the ziggurat markers, placing a ziggurat tower upon the middle tile. The five ziggurat markers cannot be destroyed. All rules regarding monuments apply to the ziggurat monument as well. If your king is inside the kingdom of the ziggurat, you will get one victory point in a color of your choice at the end of your turn.&#10;&#10;Some versions of Tigris &amp; Euphrates are listed as being for 2-4 players, while others incorrectly state that they're for 3-4 players. Tigris &amp; Euphrates is part of what is sometimes called Reiner Knizia's tile-laying trilogy.&#10;&#10;","['Area Majority / Influence', 'Connections', 'Hand Management', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Square Grid', 'Tile Placement']","['Ancient', 'Civilization', 'Territory Building']"
